Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.16.81.242-52.242.101.226-51934-443-6,172.16.81.242,51934,52.242.101.226,443,6,13/12/2021 02:18:14 pm,1045322,11,12,760.0,2967.0,266.0,0.0,69.0909090909091,98.35898997595955,1460.0,0.0,247.24999999999997,473.57309601868997,3565.4085535366135,22.002789571060397,47514.636363636375,83222.15338738177,258138.0,6.0,787087.0,78708.7,121525.76844992359,263529.0,29.0,1042335.0,94757.72727272728,98599.71211529059,258138.0,6.0,0,0,0,0,232,264,10.523073273115843,11.479716297944556,0.0,1460.0,155.29166666666669,347.10347776327785,120480.82427536232,0,1,0,0,0,0,0,0,1.0,162.04347826086956,69.0909090909091,247.25,0,0,0,0,0,0,11,760,12,2967,-1,2050,5,0,0,0,0,0,0,0,0,0,No Label
172.16.81.242-52.242.101.226-51934-443-6,52.242.101.226,443,172.16.81.242,51934,6,13/12/2021 02:18:15 pm,7471,1,2,0.0,51.0,0.0,0.0,0.0,0.0,51.0,0.0,25.5,36.062445840513924,6826.39539552938,401.5526703252577,3735.5,5261.5815588091,7456.0,15.0,0,0,0,0,0,15.0,15.0,0.0,15.0,15.0,0,1,0,0,20,52,133.8508901084192,267.7017802168384,0.0,51.0,25.5,29.444863728670914,867.0,0,0,0,1,1,0,0,0,2.0,34.0,0.0,25.5,0,0,0,0,0,0,1,0,2,51,-1,1024,0,0,0,0,0,0,0,0,0,0,No Label
172.16.81.242-20.189.173.10-51936-443-6,172.16.81.242,51936,20.189.173.10,443,6,13/12/2021 02:18:17 pm,1144118,7,12,2255.0,4860.0,969.0,0.0,322.1428571428571,431.79564169926056,1460.0,0.0,404.99999999999994,646.334700797153,6218.76414845322,16.606678681744366,63562.111111111124,96871.59479610041,273757.0,1.0,870272.0,145045.33333333334,158369.237623557,311667.0,124.0,1108492.0,100772.0,109708.1155867696,274727.0,1.0,0,0,0,0,140,264,6.118250040642661,10.488428641101704,0.0,1460.0,355.74999999999994,556.1848305999308,309341.5657894737,0,1,0,0,0,0,0,0,1.0,374.4736842105263,322.14285714285717,405.0,0,0,0,0,0,0,7,2255,12,4860,-1,2053,4,0,0,0,0,0,0,0,0,0,No Label
142.250.67.238-172.16.81.242-443-51916-6,172.16.81.242,51916,142.250.67.238,443,6,13/12/2021 02:17:20 pm,59744359,2,4,1.0,74.0,1.0,0.0,0.5,0.7071067811865476,73.0,0.0,18.5,36.33639130862245,1.255348643040927,0.10042789144327416,1.19488718E7,1.952996706867356E7,4.5010529E7,322.0,1.4674819E7,1.4674819E7,0.0,1.4674819E7,1.4674819E7,5.9744037E7,1.9914679E7,2.296866335627487E7,4.5069917E7,59011.0,0,0,0,0,40,104,0.03347596381442472,0.06695192762884944,0.0,73.0,10.857142857142858,27.40698555373898,751.1428571428572,0,0,0,0,1,0,0,0,2.0,12.666666666666666,0.5,18.5,0,0,0,0,0,0,2,1,4,74,-1,265,1,0,59199.5,266.5792565073284,59388.0,59011.0,2.9812819E7,2.149280759901321E7,4.5010529E7,1.4615109E7,No Label
172.16.81.191-172.16.81.242-54974-7680-6,172.16.81.191,54974,172.16.81.242,7680,6,13/12/2021 02:18:30 pm,2053,3,5,109.0,109.0,75.0,0.0,36.333333333333336,37.554404979087785,75.0,0.0,21.8,33.184333653096004,106186.06916707256,3896.7364831953237,293.2857142857143,283.01573235759304,889.0,36.0,1423.0,711.5,676.701189595526,1190.0,233.0,2053.0,513.25,444.26821853470454,925.0,126.0,0,0,0,0,60,124,1461.2761811982464,2435.4603019970773,0.0,75.0,24.22222222222222,32.17443774869181,1035.1944444444443,0,1,0,0,0,0,0,0,1.0,27.25,36.333333333333336,21.8,0,0,0,0,0,0,3,109,5,109,-1,8212,2,0,0,0,0,0,0,0,0,0,No Label
172.16.81.191-172.16.81.242-54974-7680-6,172.16.81.191,54974,172.16.81.242,7680,6,13/12/2021 02:18:30 pm,463,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4319.654427645789,463.0,0.0,463.0,463.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2159.8272138228945,2159.8272138228945,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,8212,0,0,0,0,0,0,0,0,0,0,No Label
172.16.81.242-172.16.83.124-7680-54058-6,172.16.83.124,54058,172.16.81.242,7680,6,13/12/2021 02:18:35 pm,2975,3,5,109.0,109.0,75.0,0.0,36.333333333333336,37.554404979087785,75.0,0.0,21.8,33.184333653096004,73277.31092436974,2689.075630252101,424.99999999999994,546.135209143914,1421.0,0.0,1878.0,939.0,1327.9465350683363,1878.0,0.0,2975.0,743.75,760.4715094378399,1446.0,71.0,0,0,0,0,60,124,1008.4033613445378,1680.672268907563,0.0,75.0,24.22222222222222,32.17443774869181,1035.1944444444443,0,1,0,0,0,0,0,0,1.0,27.25,36.333333333333336,21.8,0,0,0,0,0,0,3,109,5,109,-1,8212,2,0,0,0,0,0,0,0,0,0,No Label
172.16.81.242-172.16.83.124-7680-54057-6,172.16.83.124,54057,172.16.81.242,7680,6,13/12/2021 02:18:35 pm,3938,3,5,90.0,90.0,75.0,0.0,30.0,39.68626966596886,75.0,0.0,18.0,32.5192250830182,45708.481462671414,2031.4880650076182,562.5714285714286,708.1287211477061,1743.0,0.0,2377.0,1188.5,1680.7928188804235,2377.0,0.0,3938.0,984.5,1017.0160601812868,1961.0,103.0,0,0,0,0,60,124,761.8080243778569,1269.6800406297614,0.0,75.0,20.0,31.81980515339464,1012.5,0,1,0,0,0,0,0,0,1.0,22.5,30.0,18.0,0,0,0,0,0,0,3,90,5,90,-1,1026,2,0,0,0,0,0,0,0,0,0,No Label
172.16.81.242-172.16.83.124-7680-54058-6,172.16.83.124,54058,172.16.81.242,7680,6,13/12/2021 02:18:35 pm,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,1026,0,0,0,0,0,0,0,0,0,0,No Label
172.16.81.242-172.16.83.124-7680-54057-6,172.16.83.124,54057,172.16.81.242,7680,6,13/12/2021 02:18:35 pm,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,1026,0,0,0,0,0,0,0,0,0,0,No Label
172.16.81.242-172.16.83.210-7680-55354-6,172.16.83.210,55354,172.16.81.242,7680,6,13/12/2021 02:18:36 pm,3093,3,5,90.0,90.0,75.0,0.0,30.0,39.68626966596886,75.0,0.0,18.0,32.5192250830182,58195.92628516004,2586.4856126737795,441.85714285714283,531.3797852670689,1299.0,1.0,1732.0,866.0,1223.2947314527273,1731.0,1.0,3093.0,773.25,742.8684832009858,1505.0,106.0,0,0,0,0,60,124,969.9321047526673,1616.5535079211122,0.0,75.0,20.0,31.81980515339464,1012.5,0,1,0,0,0,0,0,0,1.0,22.5,30.0,18.0,0,0,0,0,0,0,3,90,5,90,-1,1026,2,0,0,0,0,0,0,0,0,0,No Label
172.16.81.242-172.16.83.210-7680-55354-6,172.16.83.210,55354,172.16.81.242,7680,6,13/12/2021 02:18:36 pm,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,512,0,0,0,0,0,0,0,0,0,0,No Label
172.16.81.242-184.84.106.185-51926-80-6,172.16.81.242,51926,184.84.106.185,80,6,13/12/2021 02:17:41 pm,60160709,5,7,213.0,4564.0,213.0,0.0,42.6,95.25649584149103,1460.0,0.0,652.0,758.6092538323006,79.40398441780333,0.19946573435495915,5469155.363636363,1.8088453008936126E7,6.0007817E7,3.0,6.0086031E7,1.502150775E7,2.9990895307388954E7,6.0007817E7,105.0,152869.0,25478.166666666668,38965.2592364874,77018.0,3.0,0,0,0,0,100,164,0.08311072264789965,0.1163550117070595,0.0,1460.0,367.46153846153845,627.0739742891337,393221.7692307692,0,1,0,0,0,0,0,0,1.0,398.0833333333333,42.6,652.0,0,0,0,0,0,0,5,213,7,4564,-1,501,1,0,0,0,0,0,0,0,0,0,No Label
172.16.81.242-172.16.83.82-7680-54997-6,172.16.83.82,54997,172.16.81.242,7680,6,13/12/2021 02:18:43 pm,2178,3,5,90.0,90.0,75.0,0.0,30.0,39.68626966596886,75.0,0.0,18.0,32.5192250830182,82644.62809917355,3673.0945821854916,311.14285714285717,323.97192706129573,923.0,20.0,1329.0,664.5,610.2331521639906,1096.0,233.0,2178.0,544.5,487.3154351478448,989.0,104.0,0,0,0,0,60,124,1377.4104683195594,2295.6841138659324,0.0,75.0,20.0,31.81980515339464,1012.5,0,1,0,0,0,0,0,0,1.0,22.5,30.0,18.0,0,0,0,0,0,0,3,90,5,90,-1,8212,2,0,0,0,0,0,0,0,0,0,No Label
172.16.81.242-172.16.83.82-7680-54997-6,172.16.83.82,54997,172.16.81.242,7680,6,13/12/2021 02:18:43 pm,371,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5390.8355795148245,371.0,0.0,371.0,371.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2695.4177897574123,2695.4177897574123,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,4105,0,0,0,0,0,0,0,0,0,0,No Label
142.250.183.142-172.16.81.242-443-51909-6,172.16.81.242,51909,142.250.183.142,443,6,13/12/2021 02:17:10 pm,104801745,3,5,2.0,74.0,1.0,0.0,0.6666666666666667,0.5773502691896257,73.0,0.0,14.8,32.537670475926824,0.725178764914649,0.07633460683312096,1.4971677857142858E7,2.1197270988848217E7,4.501285E7,318.0,5.9728823E7,2.98644115E7,2.1500411118231308E7,4.5067498E7,1.4661325E7,1.04801427E8,2.620035675E7,2.25833943288358E7,4.5073004E7,60072.0,0,0,0,0,60,136,0.02862547756242036,0.0477091292707006,0.0,73.0,8.555555555555555,24.17183852704998,584.2777777777778,0,0,0,0,1,0,0,0,1.0,9.625,0.6666666666666666,14.8,0,0,0,0,0,0,3,2,5,74,-1,302,2,0,60237.666666666664,219.78701811829865,60487.0,60072.0,3.4873571333333336E7,1.7556977682733018E7,4.501285E7,1.460052E7,No Label
172.16.81.242-172.16.83.82-7680-54999-6,172.16.83.82,54999,172.16.81.242,7680,6,13/12/2021 02:19:02 pm,1211,2,3,75.0,0.0,75.0,0.0,37.5,53.033008588991066,0.0,0.0,0.0,0.0,61932.287365813376,4128.819157720892,302.75,202.8897483856688,593.0,157.0,292.0,292.0,0.0,292.0,292.0,1211.0,605.5,617.304219975856,1042.0,169.0,0,0,0,0,40,84,1651.5276630883566,2477.291494632535,0.0,75.0,12.5,30.618621784789728,937.5,0,1,0,0,0,0,0,0,1.0,15.0,37.5,0.0,0,0,0,0,0,0,2,75,3,0,-1,8212,1,0,0,0,0,0,0,0,0,0,No Label
172.16.81.242-172.16.83.82-7680-54999-6,172.16.83.82,54999,172.16.81.242,7680,6,13/12/2021 02:19:02 pm,224,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8928.57142857143,224.0,0.0,224.0,224.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,4464.285714285715,4464.285714285715,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,4106,0,0,0,0,0,0,0,0,0,0,No Label
172.16.7.1-224.0.0.5-0-0-0,172.16.7.1,0,224.0.0.5,0,0,13/12/2021 02:17:12 pm,110381650,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09965424506700163,1.1038165E7,3191118.951261663,2.0119408E7,9992358.0,9.0262242E7,1.0029138E7,46053.833040801386,1.0117429E7,9992358.0,0,0,0,0,0,0,0,0,0,0,0,0.09059476824272876,0.009059476824272876,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10,0,1,0,-1,-1,0,0,0,0,0,0,1.1038165E7,3191118.951261663,2.0119408E7,9992358.0,No Label
172.16.81.1-224.0.0.5-0-0-0,172.16.81.1,0,224.0.0.5,0,0,13/12/2021 02:17:12 pm,110382281,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09965367539378897,1.1038228100000001E7,3191313.802542821,2.0120018E7,9992514.0,9.0262263E7,1.0029140333333334E7,46264.45913711736,1.0117589E7,9992514.0,0,0,0,0,0,0,0,0,0,0,0,0.09059425035798997,0.009059425035798997,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10,0,1,0,-1,-1,0,0,0,0,0,0,1.1038228100000001E7,3191313.802542821,2.0120018E7,9992514.0,No Label
172.16.81.242-172.16.83.124-7680-54062-6,172.16.83.124,54062,172.16.81.242,7680,6,13/12/2021 02:19:15 pm,1825,3,5,90.0,90.0,75.0,0.0,30.0,39.68626966596886,75.0,0.0,18.0,32.5192250830182,98630.13698630137,4383.561643835616,260.7142857142857,197.84818614762372,601.0,15.0,1062.0,531.0,393.1513703397204,809.0,253.0,1825.0,456.25,366.64276437244285,897.0,116.0,0,0,0,0,60,124,1643.835616438356,2739.72602739726,0.0,75.0,20.0,31.81980515339464,1012.5,0,1,0,0,0,0,0,0,1.0,22.5,30.0,18.0,0,0,0,0,0,0,3,90,5,90,-1,8212,2,0,0,0,0,0,0,0,0,0,No Label
172.16.81.242-172.16.83.124-7680-54063-6,172.16.83.124,54063,172.16.81.242,7680,6,13/12/2021 02:19:15 pm,1510,3,5,109.0,109.0,75.0,0.0,36.333333333333336,37.554404979087785,75.0,0.0,21.8,33.184333653096004,144370.8609271523,5298.013245033112,215.71428571428572,198.5436260084202,581.0,15.0,961.0,480.5,297.6919548795365,691.0,270.0,1510.0,377.5,334.1910631160963,730.0,88.0,0,0,0,0,60,124,1986.7549668874171,3311.2582781456954,0.0,75.0,24.22222222222222,32.17443774869181,1035.1944444444443,0,1,0,0,0,0,0,0,1.0,27.25,36.333333333333336,21.8,0,0,0,0,0,0,3,109,5,109,-1,8212,2,0,0,0,0,0,0,0,0,0,No Label
172.16.81.242-172.16.83.124-7680-54062-6,172.16.83.124,54062,172.16.81.242,7680,6,13/12/2021 02:19:15 pm,253,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7905.138339920948,253.0,0.0,253.0,253.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3952.569169960474,3952.569169960474,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,8212,0,0,0,0,0,0,0,0,0,0,No Label
172.16.81.242-172.16.83.124-7680-54063-6,172.16.83.124,54063,172.16.81.242,7680,6,13/12/2021 02:19:15 pm,336,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5952.380952380952,336.0,0.0,336.0,336.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2976.190476190476,2976.190476190476,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,1026,0,0,0,0,0,0,0,0,0,0,No Label
172.16.81.242-172.16.83.210-7680-55359-6,172.16.83.210,55359,172.16.81.242,7680,6,13/12/2021 02:19:16 pm,3177,3,5,90.0,90.0,75.0,0.0,30.0,39.68626966596886,75.0,0.0,18.0,32.5192250830182,56657.22379603399,2518.0988353792886,453.8571428571429,550.9662508029049,1320.0,1.0,1712.0,856.0,1209.1525958289963,1711.0,1.0,3177.0,794.25,754.2061499793452,1543.0,128.0,0,0,0,0,60,124,944.2870632672332,1573.8117721120552,0.0,75.0,20.0,31.81980515339464,1012.5,0,1,0,0,0,0,0,0,1.0,22.5,30.0,18.0,0,0,0,0,0,0,3,90,5,90,-1,1026,2,0,0,0,0,0,0,0,0,0,No Label
172.16.81.242-172.16.83.210-7680-55359-6,172.16.83.210,55359,172.16.81.242,7680,6,13/12/2021 02:19:16 pm,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,512,0,0,0,0,0,0,0,0,0,0,No Label
172.16.81.242-203.23.178.55-49672-443-6,172.16.81.242,49672,203.23.178.55,443,6,13/12/2021 02:17:12 pm,114546974,25,28,140.0,179.0,74.0,0.0,5.6000000000000005,17.94435844492636,89.0,0.0,6.392857142857144,23.332284556928897,2.784883693217422,0.46269227504866256,2202826.423076922,4083560.5153311514,1.0011654E7,35.0,1.14429228E8,4767884.500000001,5018515.137824569,1.0227871E7,95554.0,1.14546974E8,4242480.518518519,5001032.384951942,1.0222916E7,54.0,0,0,0,0,500,704,0.21825107313616157,0.24444120191250096,0.0,89.0,5.925925925925927,20.58562591736049,423.7679944095039,0,0,0,0,1,0,0,0,1.0,6.037735849056604,5.6,6.392857142857143,0,0,0,0,0,0,25,140,28,179,-1,11,13,0,390339.18181818177,556250.3312715989,2067497.0,222488.0,1.000278218181818E7,15459.872902570462,1.0011654E7,9957105.0,No Label
142.251.42.110-172.16.81.242-443-51837-6,172.16.81.242,51837,142.251.42.110,443,6,13/12/2021 02:17:11 pm,111274305,70,123,4772.0,11619.0,757.0,0.0,68.17142857142855,147.32513303580131,860.0,0.0,94.46341463414639,152.8009684053794,147.30264996937075,1.7344525315165977,579553.6718750005,2769589.2933309833,1.6765484E7,0.0,1.11208813E8,1611721.9275362312,4474088.76873024,1.6831405E7,4.0,1.11274305E8,912084.4672131148,3452396.707689129,1.6826495E7,0.0,0,1,0,0,1400,2460,0.6290760477003204,1.1053764838162772,0.0,860.0,88.9226804123711,160.54595713813512,25775.00435339992,0,0,0,1,1,0,0,0,1.0,89.38341968911917,68.17142857142858,94.46341463414635,0,0,0,0,0,0,70,4772,123,11619,-1,9452,29,0,332088.375,243076.2809166453,933380.0,236389.0,1.3544606125E7,2966265.093870907,1.6765484E7,8736935.0,No Label
142.251.42.110-172.16.81.242-0-0-0,172.16.81.242,0,142.251.42.110,0,0,13/12/2021 02:17:11 pm,111013535,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10809492734376938,1.0092139545454545E7,6802593.260816031,1.7003268E7,797.0,9.5025372E7,9502537.2,6867907.241388033,1.7003268E7,797.0,0,0,0,0,0,0,0,0,0,0,0,0.0990870167317886,0.009007910611980781,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,11,0,1,0,-1,-1,0,0,350252.0,494204.00043908996,699707.0,797.0,1.3789128875E7,2965292.643610043,1.7003268E7,8984501.0,No Label
172.16.81.242-216.239.32.117-51914-443-6,172.16.81.242,51914,216.239.32.117,443,6,13/12/2021 02:17:35 pm,104884874,3,5,2.0,74.0,1.0,0.0,0.6666666666666667,0.5773502691896257,73.0,0.0,14.8,32.537670475926824,0.7246040072470317,0.07627410602600333,1.4983553428571427E7,2.12061323172814E7,4.5013487E7,309.0,5.9834875E7,2.99174375E7,2.1396172264975913E7,4.5046816E7,1.4788059E7,1.04884565E8,2.622114125E7,2.2554568688410625E7,4.5049954E7,36512.0,0,0,0,0,60,136,0.02860278975975125,0.04767131626625208,0.0,73.0,8.555555555555555,24.17183852704998,584.2777777777778,0,0,0,0,1,0,0,0,1.0,9.625,0.6666666666666666,14.8,0,0,0,0,0,0,3,2,5,74,-1,280,2,0,36498.666666666664,27.53785273643051,36517.0,36467.0,3.4925023E7,1.747101470106519E7,4.5013487E7,1.4751233E7,No Label
